YEAR,MONTH,DAY,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,CATEGORY
1982,12,19,7.7,TONGA,TONGA TRENCH,-24.133,-175.864,Earthquake
1983,5,26,7.7,JAPAN,JAPAN:  HONSHU:  AKITA,40.462,139.102,Earthquake
1987,9,3,7.7,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-58.893,158.513,Earthquake
1987,10,16,7.7,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE",-6.266,149.06,Earthquake
1990,6,20,7.7,IRAN,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",36.957,49.409,Earthquake
1992,9,2,7.7,NICARAGUA,NICARAGUA:  MASACHAPA; COSTA RICA,11.727,-87.386,Earthquake
1993,7,12,7.7,JAPAN,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,42.851,139.197,Earthquake
1995,5,16,7.7,NEW CALEDONIA,NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA,-23.008,169.9,Earthquake
1995,8,16,7.7,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",-5.799,154.178,Earthquake
1996,11,12,7.7,PERU,"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",-14.993,-75.675,Earthquake
1997,4,21,7.7,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,-12.584,166.676,Earthquake
1997,10,14,7.7,TONGA,TONGA ISLANDS,-22.101,-176.772,Earthquake
1998,11,29,7.7,INDONESIA,"INDONESIA:  MANGOLE, MANADO, TALIABU",-2.071,124.891,Earthquake
1999,9,20,7.7,TAIWAN,"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG",23.772,120.982,Earthquake
2001,1,13,7.7,EL SALVADOR,EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.,13.049,-88.66,Earthquake
2001,1,26,7.7,INDIA,"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,Earthquake
2002,8,19,7.7,FIJI,FIJI ISLANDS,-21.696,-179.513,Earthquake
2002,8,19,7.7,FIJI,FIJI ISLANDS,-23.884,178.495,Earthquake
2005,6,13,7.7,CHILE,CHILE:  TARAPACA,-19.987,-69.197,Earthquake
2005,9,9,7.7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-4.539,153.474,Earthquake
2006,7,17,7.7,INDONESIA,INDONESIA:  JAVA,-9.254,107.411,Earthquake
2007,11,14,7.7,CHILE,"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89,Earthquake
2008,7,5,7.7,RUSSIA,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,Earthquake
2012,8,14,7.7,RUSSIA,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,Earthquake
2012,10,28,7.7,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,Earthquake
2013,4,16,7.7,IRAN,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,Earthquake
2013,9,24,7.7,PAKISTAN,"PAKISTAN:  AWARAN, KECH",26.971,65.52,Earthquake
1900,1,11,7.8,JAPAN,JAPAN:  SEA OF JAPAN,36.5,133.5,Earthquake
1900,5,16,7.8,MEXICO,MEXICO:  NEAR COAST OF JALISCO,20,-105,Earthquake
1901,1,7,7.8,ECUADOR,ECUADOR:  ESMERALDAS,-2,-82,Earthquake
1901,12,14,7.8,PHILIPPINES,PHILIPPINES:  LUZON,14,122,Earthquake
1901,12,31,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,51.45,-171.02,Earthquake
1902,1,1,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.4,-167.5,Earthquake
1902,1,24,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-8,150,Earthquake
1902,2,9,7.8,TONGA,TONGA ISLANDS,-20,-174,Earthquake
1902,9,23,7.8,MEXICO,"MEXICO:  VENUSTIANO CARRANZA,CHIAPAS,CHIS,TABASCO",16.6,-92.6,Earthquake
1902,12,12,7.8,MEXICO,MEXICO:  BAJA CALIFORNIA,29,-114,Earthquake
1903,2,1,7.8,MONGOLIA,MONGOLIA,48,98,Earthquake
1903,8,11,7.8,GREECE,GREECE:  MITATA (KYTHERA),36,23,Earthquake
1903,12,28,7.8,PHILIPPINES,PHILIPPINES:  DAVAO GULF,7,126,Earthquake
1904,4,4,7.8,BULGARIA,BULGARIA:  STRUMA,41.8,23.2,Earthquake
1905,4,4,7.8,INDIA,INDIA:  KANGRA,33,76,Earthquake
1905,6,2,7.8,JAPAN,JAPAN:  AKI,34,132,Earthquake
1905,9,15,7.8,RUSSIA,RUSSIA:  KOMANDORSKY ISLAND,53,164,Earthquake
1905,11,8,7.8,GREECE,GREECE:  AEGEAN SEA,40.25,24.2,Earthquake
1906,8,17,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.05,179.69,Earthquake
1906,11,19,7.8,AUSTRALIA,AUSTRALIA:  WEST COAST,-22,109,Earthquake
1907,1,4,7.8,INDONESIA,"INDONESIA:  NW SUMATRA:  GUNUNGSITOLi, BARUS",2,94.5,Earthquake
1907,9,2,7.8,USA,ALASKA:  ALEUTIAN ISLANDS,52.59,-169.73,Earthquake
1909,2,22,7.8,FIJI,FIJI ISLANDS,-18,-179,Earthquake
1909,4,10,7.8,USA,ALASKA:  ALEUTIAN ISLANDS,52,175,Earthquake
1909,7,30,7.8,MEXICO,MEXICO:  ACAPULCO,16.8,-99.8,Earthquake
1910,4,12,7.8,TAIWAN,TAIWAN,25.5,122.5,Earthquake
1911,7,12,7.8,PHILIPPINES,"PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN",9,126,Earthquake
1912,8,9,7.8,TURKEY,TURKEY:  MARMARA SEA,40.5,27.2,Earthquake
1912,11,19,7.8,MEXICO,"MEXICO:  CENTRAL, ACAMBAY, TIXMADEJE",19.9,-99.8,Earthquake
1913,3,14,7.8,INDONESIA,INDONESIA:  SANGIHE ISLAND,5.354,126.121,Earthquake
1915,11,1,7.8,JAPAN,JAPAN:  NEAR E COAST HONSHU,38.3,142.9,Earthquake
1916,1,24,7.8,TURKEY,TURKEY,41,37,Earthquake
1916,4,21,7.8,JAPAN,JAPAN:  OFF EAST COAST HONSHU,33,141,Earthquake
1917,1,30,7.8,RUSSIA,RUSSIA:  KAMCHATKA,56.5,163,Earthquake
1917,8,30,7.8,INDONESIA,INDONESIA:  BANDA SEA,-7.5,128,Earthquake
1918,11,8,7.8,RUSSIA,RUSSIA:  KURIL ISLANDS,44.5,151.5,Earthquake
1918,12,4,7.8,CHILE,CHILE:  COPIAPO,-26,-71,Earthquake
1919,5,6,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.852,153.714,Earthquake
1920,1,3,7.8,MEXICO,"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA",19.26,-96.97,Earthquake
1920,9,20,7.8,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-19.919,168.53,Earthquake
1921,11,15,7.8,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.5,70.5,Earthquake
1924,6,26,7.8,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-56,157.5,Earthquake
1928,4,16,7.8,MEXICO,MEXICO:  OAXACA,17.75,-97.1,Earthquake
1929,3,7,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,51,-170,Earthquake
1929,6,27,7.8,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-54,-29.5,Earthquake
1929,12,17,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,52.5,171.5,Earthquake
1931,10,3,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SAN CRISTOBAL ISLAND,-10.932,161.016,Earthquake
1934,7,18,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.907,166.731,Earthquake
1935,9,20,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  N-CENTRAL,-3.824,141.416,Earthquake
1942,4,8,7.8,PHILIPPINES,PHILIPPINES:  MINDORO,13.5,121,Earthquake
1943,7,29,7.8,USA TERRITORY,PUERTO RICO:  SAN JUAN,19.3,-67.5,Earthquake
1944,1,15,7.8,ARGENTINA,ARGENTINA:  SAN JUAN PROVINCE,-31.5,-68.5,Earthquake
1945,12,28,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-6,150,Earthquake
1946,9,12,7.8,MYANMAR (BURMA),MYANMAR (BURMA),23.9,96.2,Earthquake
1949,12,17,7.8,CHILE,CHILE:  TIERRA DEL FUEGO,-54,-71,Earthquake
1949,12,17,7.8,CHILE,CHILE:  TIERRA DEL FUEGO,-54,-71,Earthquake
1950,12,2,7.8,VANUATU,VANUATU ISLANDS,-18.25,167.5,Earthquake
1951,3,19,7.8,PHILIPPINES,PHILIPPINES,9.5,127.3,Earthquake
1952,3,19,7.8,PHILIPPINES,PHILIPPINES:  BUTUAN,9.5,127.25,Earthquake
1955,2,27,7.8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28,-175.5,Earthquake
1956,7,9,7.8,GREECE,GREECE:  DODECANESE,36.9,26,Earthquake
1957,11,29,7.8,BOLIVIA,BOLIVIA:  S,-21,-66,Earthquake
1957,12,17,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.3,166.7,Earthquake
1958,7,10,7.8,USA,ALASKA:  LITUYA BAY,58.37,-136.665,Earthquake
1960,1,13,7.8,PERU,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,Earthquake
1965,8,23,7.8,MEXICO,"MEXICO:  ME\XICO CITY, OAXACA",16.3,-95.8,Earthquake
1966,12,28,7.8,CHILE,"CHILE:  TALTAL, CATALINA",-25.5,-70.7,Earthquake
1966,12,31,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.893,166.445,Earthquake
1968,2,12,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-5.5,153.2,Earthquake
1969,2,28,7.8,PORTUGAL,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",36.017,-10.95,Earthquake
1970,1,4,7.8,CHINA,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,24.1,102.5,Earthquake
1971,7,9,7.8,CHILE,CHILE:  CENTRAL,-32.5,-71.2,Earthquake
1971,12,15,7.8,RUSSIA,"RUSSIA:  OFF KAMCHATKA, SHEMYA, ATTU",56,163.3,Earthquake
1972,6,11,7.8,INDONESIA,INDONESIA:  CELEBES SEA,3.9,124.3,Earthquake
1975,10,11,7.8,TONGA,TONGA ISLANDS:  S OF TONGA,-24.894,-175.119,Earthquake
1975,12,26,7.8,SAMOA,SAMOA ISLANDS,-16.265,-172.467,Earthquake
1976,1,14,7.8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-29.208,-177.886,Earthquake
1978,9,16,7.8,IRAN,IRAN:  TABAS,33.386,57.434,Earthquake
1986,11,14,7.8,TAIWAN,"TAIWAN:  TAIPEI, HUALIEN",23.901,121.574,Earthquake
1988,3,6,7.8,USA,ALASKA:  GULF OF ALASKA:  ANCHORAGE,57.262,-142.747,Earthquake
1990,7,16,7.8,PHILIPPINES,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",15.679,121.172,Earthquake
1992,12,12,7.8,INDONESIA,"INDONESIA:  FLORES REGION, MAUMERE, BABI",-8.48,121.896,Earthquake
1993,8,8,7.8,USA TERRITORY,"GUAM:  TUMAN BAY, APRA HARBOR",12.982,144.801,Earthquake
1994,6,2,7.8,INDONESIA,INDONESIA:  JAVA,-10.477,112.835,Earthquake
1994,12,28,7.8,JAPAN,JAPAN:  HONSHU,40.525,143.419,Earthquake
1997,12,5,7.8,RUSSIA,"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",54.841,162.035,Earthquake
2000,11,16,7.8,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN",-5.233,153.102,Earthquake
2000,11,17,7.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.496,151.781,Earthquake
2001,11,14,7.8,CHINA,CHINA:  QINGHAI PROVINCE:  XIDATAN,35.946,90.541,Earthquake
2003,11,17,7.8,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,Earthquake
2007,12,9,7.8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-25.996,-177.514,Earthquake
2009,7,15,7.8,NEW ZEALAND,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,Earthquake
2009,10,7,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,Earthquake
2010,4,6,7.8,INDONESIA,INDONESIA:  SUMATRA,2.383,97.048,Earthquake
2010,10,25,7.8,INDONESIA,INDONESIA:  SUMATRA,-3.487,100.082,Earthquake
2013,11,17,7.8,ANTARCTICA,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.296,-46.362,Earthquake
2015,4,25,7.8,NEPAL,NEPAL:   KATHMANDU,28.147,84.708,Earthquake
2015,5,30,7.8,JAPAN,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.831,140.493,Earthquake
2016,3,2,7.8,INDONESIA,INDONESIA: SUMATRA:,-4.908,94.275,Earthquake
1900,9,18,7.9,COLOMBIA,COLOMBIA,4.6,-74,Earthquake
1900,12,25,7.9,RUSSIA,RUSSIA:  KURIL ISLANDS,43,146,Earthquake
1901,6,24,7.9,JAPAN,JAPAN:  RYUKYU ISLANDS,27,130,Earthquake
1901,8,9,7.9,JAPAN,JAPAN:  OFF NORTHEAST COAST HONSHU,40.5,142.5,Earthquake
1903,5,13,7.9,VANUATU,VANUATU ISLANDS,-17,168,Earthquake
1904,1,20,7.9,COLOMBIA,PANAMA-COLOMBIA,7,-79,Earthquake
1904,6,7,7.9,JAPAN,JAPAN:  SEA OF JAPAN,40,134,Earthquake
1904,6,27,7.9,RUSSIA,RUSSIA:  OFF KAMCHATKA,52,159,Earthquake
1904,8,24,7.9,JAPAN,JAPAN:  KYUSHU,30,130,Earthquake
1905,2,14,7.9,USA,ALASKA:  ANDREANOF ISLANDS,50.73,-178.55,Earthquake
1905,9,8,7.9,ITALY,"ITALY:  MONTELEONE,TROPEA,NONTE PORO",39,16,Earthquake
1906,4,18,7.9,USA,CALIFORNIA:  SAN FRANCISCO,37.67,-122.48,Earthquake
1906,9,28,7.9,ECUADOR,ECUADOR,-2,-79,Earthquake
1906,12,3,7.9,MARTINIQUE,MARTINIQUE,15,-61,Earthquake
1906,12,26,7.9,PERU,PERU:  OFF SOUTH COAST,-18,-71,Earthquake
1907,5,25,7.9,RUSSIA,RUSSIA:  SEA OF OKHOTSK,51.5,147,Earthquake
1907,6,25,7.9,INDONESIA,INDONESIA:  DJAILOLO GILOLO,1,127,Earthquake
1909,11,10,7.9,JAPAN,JAPAN:  KYUSHU,32,131,Earthquake
1910,6,16,7.9,VANUATU,VANUATU ISLANDS,-19,169.5,Earthquake
1910,11,9,7.9,VANUATU,VANUATU ISLANDS:  ESPIRITU SANTO,-16,166,Earthquake
1911,6,7,7.9,MEXICO,MEXICO:  MICHOACAN,17.5,-102.5,Earthquake
1913,8,6,7.9,PERU,"PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO",-17,-74,Earthquake
1915,9,7,7.9,GUATEMALA,GUATEMALA,14,-89,Earthquake
1916,1,1,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.739,152.548,Earthquake
1917,5,31,7.9,USA,ALASKA:  ALASKA PENINSULA,54.79,-169.12,Earthquake
1918,5,20,7.9,CHILE,CHILE:  NORTHERN,-28.5,-71.5,Earthquake
1923,9,1,7.9,JAPAN,"JAPAN:  TOKYO, YOKOHAMA",35.1,139.5,Earthquake
1926,6,26,7.9,GREECE,GREECE:  RHODES ISLAND; LOWER EGYPT,36.5,27.5,Earthquake
1926,10,3,7.9,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF,-49,161,Earthquake
1926,10,26,7.9,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3.5,138.5,Earthquake
1931,1,15,7.9,MEXICO,MEXICO:  OAXACA,16.1,-96.8,Earthquake
1932,5,26,7.9,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-25.5,179.2,Earthquake
1932,6,18,7.9,MEXICO,"MEXICO:  CENTRAL, COLIMA",19.452,-103.632,Earthquake
1934,2,14,7.9,PHILIPPINES,PHILIPPINES:  LUZON,17.5,119,Earthquake
1935,12,28,7.9,INDONESIA,"INDONESIA:  N SUMATERA:  BATU I,PADANG,SIBOLGA",       ,98.25,Earthquake
1939,4,30,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.295,159.234,Earthquake
1941,4,15,7.9,MEXICO,"MEXICO:  MICHOACAN, COLIMA, JALISCO",18.9,-102.9,Earthquake
1942,5,14,7.9,ECUADOR,ECUADOR:  GUAYAQUIL,-0.75,-81.5,Earthquake
1942,8,6,7.9,GUATEMALA,GUATEMALA:  NEAR S COAST,14,-91,Earthquake
1942,11,10,7.9,SOUTH AFRICA,SOUTH AFRICA:  PRINCE EDWARD ISLAND,-49.5,32,Earthquake
1943,9,6,7.9,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-53,159,Earthquake
1946,8,2,7.9,CHILE,CHILE:  NORTHERN,-26.5,-70.5,Earthquake
1946,8,4,7.9,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC:  NORTHEASTERN COAST,19.25,-69,Earthquake
1947,7,29,7.9,INDIA,INDIA-CHINA,28.5,94,Earthquake
1948,3,1,7.9,INDONESIA,INDONESIA:  SERAM,-3,127.5,Earthquake
1948,9,8,7.9,TONGA,TONGA ISLANDS,-21,-174,Earthquake
1950,2,28,7.9,RUSSIA,RUSSIA:  SEA OF OKHOTSK,46,144,Earthquake
1950,5,16,7.9,PERU,PERU,-15,-69.5,Earthquake
1951,5,16,7.9,PERU,PERU,-15,-69.5,Earthquake
1951,12,8,7.9,INDIAN OCEAN,INDIAN OCEAN:  S,-34,57,Earthquake
1957,7,28,7.9,MEXICO,"MEXICO:  ACAPULCO,MEXICO CITY",16.5,-99.1,Earthquake
1963,10,20,7.9,RUSSIA,RUSSIA:  KURIL ISLANDS,44.772,150.563,Earthquake
1970,5,31,7.9,PERU,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,Earthquake
1971,7,14,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE,-5.5,153.9,Earthquake
1971,7,26,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL,-4.9,153.2,Earthquake
1975,7,20,7.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE,-6.59,155.054,Earthquake
1979,9,12,7.9,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.679,136.04,Earthquake
1980,7,17,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,-12.525,165.916,Earthquake
1987,11,30,7.9,USA,ALASKA:  YAKUTAT,58.679,-142.786,Earthquake
1995,12,3,7.9,RUSSIA,"RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR",44.663,149.3,Earthquake
1996,1,1,7.9,INDONESIA,"INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI",0.729,119.931,Earthquake
1996,6,10,7.9,USA,ALASKA:  ANDREANOF ISLANDS,51.564,-177.632,Earthquake
2000,6,4,7.9,INDONESIA,"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",-4.721,102.087,Earthquake
2000,6,18,7.9,AUSTRALIA,"AUSTRALIA:  S, COCOS ISLANDS",-13.802,97.453,Earthquake
2002,11,3,7.9,USA,"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS",63.517,-147.444,Earthquake
2006,5,3,7.9,TONGA,TONGA ISLANDS,-20.187,-174.123,Earthquake
2007,9,12,7.9,INDONESIA,INDONESIA:  SUMATRA,-2.625,100.841,Earthquake
2008,5,12,7.9,CHINA,CHINA:  SICHUAN PROVINCE,31.002,103.322,Earthquake
2011,3,11,7.9,JAPAN,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,Earthquake
2013,2,6,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,Earthquake
2014,6,23,7.9,USA,ALASKA:  ALEUTIAN ISLANDS,51.797,178.76,Earthquake
1902,6,11,8,RUSSIA,RUSSIA:  SEA OF OKHOTSK,50,148,Earthquake
1903,1,4,8,TONGA,TONGA ISLANDS,-20,-175,Earthquake
1906,9,14,8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-7,149,Earthquake
1909,12,9,8,USA TERRITORY,GUAM,12.5,145,Earthquake
1910,11,26,8,SOLOMON ISLANDS,SOLOMON ISLANDS,-8,167,Earthquake
1911,6,15,8,JAPAN,JAPAN:  RYUKYU ISLANDS,28,130,Earthquake
1912,5,23,8,MYANMAR (BURMA),"MYANMAR (BURMA):  MANDALAY, MOGOK, MAYMYO",21,97,Earthquake
1916,2,1,8,JAPAN,JAPAN:  DUDA,29.5,131.5,Earthquake
1917,5,1,8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-29.2,-177,Earthquake
1920,6,5,8,TAIWAN,TAIWAN,23.5,122.7,Earthquake
1931,8,10,8,CHINA,CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  N,47.1,89.8,Earthquake
1934,1,15,8,NEPAL,NEPAL; INDIA:  BIHAR,26.773,86.762,Earthquake
1939,12,21,8,INDONESIA,"INDONESIA:  CENTRTAL SULAWESI:  KALO,LUWUK,SULA I",       ,123,Earthquake
1945,11,27,8,PAKISTAN,PAKISTAN:  MAKRAN COAST,24.5,63,Earthquake
1950,12,9,8,CHILE,CHILE-ARGENTINA,-23.5,-67.5,Earthquake
1966,3,12,8,TAIWAN,TAIWAN,24.1,122.6,Earthquake
1976,1,14,8,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.427,-177.657,Earthquake
1976,8,16,8,PHILIPPINES,PHILIPPINES:  MINDANAO:  S,6.292,124.09,Earthquake
1977,8,19,8,INDONESIA,INDONESIA:  SUNDA ISLANDS,-11.085,118.464,Earthquake
1985,3,3,8,CHILE,"CHILE:  CENTRAL COAST, SAN ANTONIO, VALPARAISO",-33.132,-71.708,Earthquake
1986,5,7,8,USA,ALASKA:  ALEUTIAN ISLANDS:  ADAK,51.52,-174.776,Earthquake
1995,7,30,8,CHILE,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,Earthquake
1995,10,9,8,MEXICO,"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",19.055,-104.205,Earthquake
2000,11,16,8,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",-3.98,152.169,Earthquake
2007,8,15,8,PERU,"PERU:  ICA, PISCO, LIMA",-13.386,-76.603,Earthquake
1902,9,22,8.1,USA TERRITORY,GUAM:  AGANA,18,146,Earthquake
1903,2,27,8.1,INDONESIA,INDONESIA:  S OF JAVA,-8,106,Earthquake
1904,6,25,8.1,RUSSIA,RUSSIA:  OFF KAMCHATKA,52,159,Earthquake
1908,3,26,8.1,MEXICO,MEXICO:  GUERRERO,18,-99,Earthquake
1909,7,7,8.1,AFGHANISTAN,AFGHANISTAN:  HINDU-KUSH,36.5,70.5,Earthquake
1913,10,14,8.1,VANUATU,VANUATU ISLANDS,-19.5,169,Earthquake
1914,5,26,8.1,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN,-1.829,136.943,Earthquake
1914,11,24,8.1,JAPAN,JAPAN:  VOLCANO ISLANDS,22,143,Earthquake
1915,5,1,8.1,RUSSIA,RUSSIA:  KURIL ISLANDS,47,155,Earthquake
1916,1,13,8.1,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3,136,Earthquake
1916,1,13,8.1,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3,135.5,Earthquake
1918,11,18,8.1,INDONESIA,INDONESIA:  BANDA SEA,-7,129,Earthquake
1919,4,30,8.1,TONGA,TONGA ISLANDS,-18.352,-172.515,Earthquake
1928,3,9,8.1,INDIAN OCEAN,INDIAN OCEAN:  S,-2.5,88.5,Earthquake
1932,6,3,8.1,MEXICO,MEXICO:  NEAR COAST OF JALISCO,19.5,-104.25,Earthquake
1937,4,16,8.1,FIJI,FIJI ISLANDS,-21.5,-177,Earthquake
1943,5,25,8.1,PHILIPPINES,PHILIPPINES:  E OF,7.5,128,Earthquake
1943,7,23,8.1,INDONESIA,INDONESIA:   JAVA:  JOGYAKARTA,-9.5,110,Earthquake
1944,12,7,8.1,JAPAN,JAPAN:  OFF SOUTHEAST COAST KII PENINSULA,34,137.1,Earthquake
1946,12,20,8.1,JAPAN,JAPAN:  HONSHU:  S COAST,33,135.6,Earthquake
1949,8,22,8.1,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,53.62,-133.27,Earthquake
1950,11,2,8.1,INDONESIA,INDONESIA:  BANDA SEA,-6.5,129.5,Earthquake
1952,3,4,8.1,JAPAN,JAPAN:  HOKKAIDO,42.15,143.85,Earthquake
1957,12,4,8.1,MONGOLIA,MONGOLIA,45.5,99.5,Earthquake
1966,10,17,8.1,PERU,"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,Earthquake
1971,1,10,8.1,INDONESIA,"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,Earthquake
1974,10,3,8.1,PERU,"PERU:  LIMA, CALLAO",-12.27,-77.79,Earthquake
1977,4,21,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.965,160.731,Earthquake
1985,9,19,8.1,MEXICO,MEXICO:  MICHOACAN:  MEXICO CITY,18.19,-102.533,Earthquake
1986,10,20,8.1,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  RAOUL,-28.117,-176.367,Earthquake
1998,3,25,8.1,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,Earthquake
2004,12,23,8.1,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,Earthquake
2007,1,13,8.1,RUSSIA,RUSSIA:  KURIL ISLANDS,46.243,154.524,Earthquake
2007,4,1,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.466,157.043,Earthquake
2009,9,29,8.1,SAMOA,SAMOA ISLANDS,-15.489,-172.095,Earthquake
1901,8,9,8.2,JAPAN,JAPAN:  OFF NORTHEAST COAST HONSHU,40.6,142.3,Earthquake
