YEAR,MONTH,DAY,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,CATEGORY
2015,7,31,2,Papua New Guinea,New Guinea-NE of,-4.1,145.061,Volcano
1901,5,22,3,Indonesia,Java,-7.93,112.308,Volcano
1902,8,7,3,Japan,Izu Is-Japan,30.48,140.32,Volcano
1906,4,4,3,Italy,Italy,40.821,14.426,Volcano
1911,11,8,3,Indonesia,Java,-8.108,112.92,Volcano
1912,12,3,3,"Congo, DRC",Africa-C,-1.408,29.2,Volcano
1913,12,6,3,Vanuatu,Vanuatu-SW Pacific,-16.25,168.12,Volcano
1914,1,18,3,Papua New Guinea,New Britain-SW Pac,-5.58,150.52,Volcano
1916,7,3,3,Italy,Italy,38.789,15.213,Volcano
1917,1,1,3,Tanzania,Africa-E,-2.751,35.902,Volcano
1917,4,,3,Chile,Chile-S,-41.326,-72.614,Volcano
1917,6,7,3,El Salvador,El Salvador,13.736,-89.286,Volcano
1918,7,18,3,Indonesia,Sangihe Is-Indonesia,3.138,125.491,Volcano
1919,5,22,3,Italy,Italy,38.789,15.213,Volcano
1920,7,25,3,Indonesia,Java,-7.542,110.442,Volcano
1920,10,29,3,El Salvador,El Salvador,13.813,-89.633,Volcano
1926,5,24,3,Japan,Hokkaido-Japan,43.42,142.68,Volcano
1928,1,,3,Philippines,Luzon-Philippines,13.257,123.685,Volcano
1928,8,4,3,Indonesia,Lesser Sunda Is,-8.32,121.708,Volcano
1929,1,6,3,Chile,Chile-S,-41.326,-72.614,Volcano
1929,11,,3,Guatemala,Guatemala,14.756,-91.552,Volcano
1930,8,20,3,Japan,Honshu-Japan,36.4,138.53,Volcano
1930,9,11,3,Italy,Italy,38.789,15.213,Volcano
1930,11,25,3,Indonesia,Java,-7.542,110.442,Volcano
1931,8,20,3,Japan,Honshu-Japan,36.4,138.53,Volcano
1932,10,1,3,Japan,Honshu-Japan,36.62,138.55,Volcano
1933,1,8,3,Russia,Kuril Is,49.12,154.508,Volcano
1936,2,,3,Japan,Honshu-Japan,36.4,138.53,Volcano
1943,4,13,3,Ecuador,Galapagos,-0.9,-91.42,Volcano
1944,6,10,3,United States,Aleutian Is,52.82,-169.95,Volcano
1948,9,1,3,Philippines,Mindanao-Philippines,9.203,124.673,Volcano
1949,1,1,3,Chile,Chile-C,-39.42,-71.93,Volcano
1951,8,31,3,Indonesia,Java,-7.93,112.308,Volcano
1953,3,23,3,Indonesia,Java,-7.542,110.442,Volcano
1955,10,13,3,Japan,Kyushu-Japan,31.58,130.67,Volcano
1960,5,25,3,Chile,Chile-C,-40.59,-72.117,Volcano
1961,1,25,3,Chile,Chile-S,-41.326,-72.614,Volcano
1961,5,8,3,Indonesia,Java,-7.542,110.442,Volcano
1962,6,29,3,Japan,Hokkaido-Japan,43.42,142.68,Volcano
1963,3,13,3,Costa Rica,Costa Rica,9.979,-83.852,Volcano
1963,5,16,3,Indonesia,Lesser Sunda Is,-8.342,115.508,Volcano
1963,9,28,3,Guatemala,Guatemala,14.473,-90.88,Volcano
1966,1,13,3,Solomon Is.,Santa Cruz Is-SW Pac,-10.38,165.8,Volcano
1967,7,8,3,Tanzania,Africa-E,-2.751,35.902,Volcano
1967,8,31,3,Indonesia,Java,-8.108,112.92,Volcano
1967,12,4,3,Antarctica,Antarctica,-62.97,-60.65,Volcano
1968,4,21,3,Philippines,Luzon-Philippines,13.257,123.685,Volcano
1968,7,29,3,Costa Rica,Costa Rica,10.463,-84.703,Volcano
1969,1,28,3,Indonesia,Lesser Sunda Is,-8.88,121.63,Volcano
1970,5,5,3,Iceland,Iceland-S,63.98,-19.7,Volcano
1971,8,12,3,Chile,Chile-S,-45.9,-72.97,Volcano
1971,9,14,3,Guatemala,Guatemala,14.473,-90.88,Volcano
1973,1,27,3,Iceland,Iceland-S,63.43,-20.28,Volcano
1973,1,,3,Indonesia,Lesser Sunda Is,-8.32,121.708,Volcano
1974,2,11,3,Indonesia,Sangihe Is-Indonesia,2.78,125.48,Volcano
1974,6,17,3,Japan,Kyushu-Japan,31.58,130.67,Volcano
1974,8,9,3,Japan,Kyushu-Japan,31.58,130.67,Volcano
1975,6,17,3,Costa Rica,Costa Rica,10.463,-84.703,Volcano
1976,8,12,3,Ecuador,Ecuador,-2.03,-78.33,Volcano
1977,8,2,3,Russia,Kamchatka,56.057,160.638,Volcano
1978,1,13,3,Japan,Hokkaido-Japan,42.53,140.83,Volcano
1978,9,2,3,Guatemala,Guatemala,14.756,-91.552,Volcano
1980,8,17,3,Iceland,Iceland-S,63.98,-19.7,Volcano
1983,10,3,3,Japan,Izu Is-Japan,34.08,139.53,Volcano
1984,9,9,3,Philippines,Luzon-Philippines,13.257,123.685,Volcano
1984,10,16,3,Italy,Italy,37.734,15.004,Volcano
1985,11,13,3,Colombia,Colombia,4.895,-75.322,Volcano
1986,8,21,3,Cameroon,Africa-W,6.25,10.5,Volcano
1986,11,15,3,Japan,Izu Is-Japan,34.73,139.38,Volcano
1987,1,25,3,Guatemala,Guatemala,14.381,-90.601,Volcano
1988,5,9,3,Pacific Ocean,Banda Sea,-4.525,129.871,Volcano
1988,7,6,3,Costa Rica,Costa Rica,10.463,-84.703,Volcano
1988,12,25,3,Chile,Chile-C,-38.377,-71.58,Volcano
1990,2,2,3,Russia,Kamchatka,56.653,161.36,Volcano
1990,5,29,3,Peru,Peru,-15.78,-71.85,Volcano
1990,7,19,3,Guatemala,Guatemala,14.756,-91.552,Volcano
1992,4,13,3,Nicaragua,Nicaragua,12.506,-86.702,Volcano
1992,9,17,3,United States,Alaska-SW,61.3,-152.25,Volcano
1994,1,15,3,Vanuatu,Vanuatu-SW Pacific,-19.52,169.425,Volcano
1994,9,19,3,Papua New Guinea,New Britain-SW Pac,-4.271,152.203,Volcano
1994,11,22,3,Indonesia,Java,-7.542,110.442,Volcano
1995,2,4,3,Vanuatu,Vanuatu-SW Pacific,-19.52,169.425,Volcano
1996,4,30,3,Mexico,Mexico,19.023,-98.622,Volcano
1996,9,30,3,Iceland,Iceland-NE,64.42,-17.33,Volcano
1996,12,3,3,Papua New Guinea,New Guinea-NE of,-4.1,145.061,Volcano
1997,6,25,3,Montserrat,W Indies,16.72,-62.18,Volcano
1997,8,1,3,Montserrat,W Indies,16.72,-62.18,Volcano
1999,1,20,3,Montserrat,W Indies,16.72,-62.18,Volcano
2001,5,14,3,Italy,Italy,37.734,15.004,Volcano
2002,1,3,3,Indonesia,Sangihe Is-Indonesia,2.78,125.48,Volcano
2002,8,28,3,Italy,Italy,37.734,15.004,Volcano
2003,7,12,3,Montserrat,W Indies,16.72,-62.18,Volcano
2006,7,18,3,Ecuador,Ecuador,-1.467,-78.442,Volcano
2006,8,17,3,Ecuador,Ecuador,-1.467,-78.442,Volcano
2008,8,8,3,United States,Aleutian Is,52.18,-175.5,Volcano
2008,8,22,3,Ecuador,Ecuador,-1.467,-78.442,Volcano
2010,1,,3,Ecuador,Ecuador,-1.467,-78.442,Volcano
2010,8,6,3,Indonesia,Sangihe Is-Indonesia,2.78,125.48,Volcano
2010,11,,3,Ecuador,Ecuador,-1.467,-78.442,Volcano
2011,6,22,3,Eritrea,Africa-NE,13.37,41.7,Volcano
2011,12,27,3,Indonesia,Halmahera-Indonesia,0.8,127.325,Volcano
2013,8,10,3,Indonesia,Lesser Sunda Is,-8.32,121.708,Volcano
2014,9,27,3,Japan,Honshu-Japan,35.9,137.48,Volcano
1902,5,7,4,St. Vincent & the Grenadines,W Indies,13.33,-61.18,Volcano
1902,5,8,4,Martinique,W Indies,14.82,-61.17,Volcano
1902,8,30,4,Martinique,W Indies,14.82,-61.17,Volcano
1911,1,30,4,Philippines,Luzon-Philippines,14.002,120.993,Volcano
1914,1,12,4,Japan,Kyushu-Japan,31.58,130.67,Volcano
1916,3,3,4,Ecuador,Ecuador,-1.467,-78.442,Volcano
1918,10,12,4,Iceland,Iceland-S,63.63,-19.05,Volcano
1919,5,19,4,Indonesia,Java,-7.93,112.308,Volcano
1929,6,17,4,Japan,Hokkaido-Japan,42.07,140.68,Volcano
1932,1,21,4,Guatemala,Guatemala,14.473,-90.88,Volcano
1933,12,24,4,Japan,Ryukyu Is,30.43,130.22,Volcano
1937,5,29,4,Papua New Guinea,New Britain-SW Pac,-4.271,152.203,Volcano
1943,2,20,4,Mexico,Mexico,19.48,-102.25,Volcano
1947,11,2,4,Iceland,Iceland-S,63.98,-19.7,Volcano
1951,1,15,4,Papua New Guinea,New Guinea,-8.95,148.15,Volcano
1955,7,26,4,Chile,Chile-C,-40.35,-72.07,Volcano
1963,3,17,4,Indonesia,Lesser Sunda Is,-8.342,115.508,Volcano
1965,9,28,4,Philippines,Luzon-Philippines,14.002,120.993,Volcano
1966,4,26,4,Indonesia,Java,-7.93,112.308,Volcano
1966,8,12,4,Indonesia,Sangihe Is-Indonesia,3.67,125.5,Volcano
1966,8,14,4,Tanzania,Africa-E,-2.751,35.902,Volcano
1974,10,10,4,Guatemala,Guatemala,14.473,-90.88,Volcano
1982,5,17,4,Indonesia,Java,-7.25,108.05,Volcano
1983,7,23,4,Indonesia,Sulawesi-Indonesia,-0.17,121.608,Volcano
1990,2,10,4,Indonesia,Java,-7.93,112.308,Volcano
1999,8,15,4,Russia,Kamchatka,56.653,161.36,Volcano
2004,10,24,4,Papua New Guinea,New Guinea-NE of,-4.1,145.061,Volcano
2005,1,27,4,Papua New Guinea,New Guinea-NE of,-4.1,145.061,Volcano
2007,3,,4,Papua New Guinea,New Guinea-NE of,-4.1,145.061,Volcano
2011,4,,4,Ecuador,Ecuador,-1.467,-78.442,Volcano
2011,6,4,4,Chile,Chile-C,-40.59,-72.117,Volcano
1956,3,30,5,Russia,Kamchatka,55.978,160.587,Volcano
1980,5,18,5,United States,US-Washington,46.2,-122.18,Volcano
1982,3,28,5,Mexico,Mexico,17.36,-93.228,Volcano
1982,4,4,5,Mexico,Mexico,17.36,-93.228,Volcano
1982,5,27,5,Mexico,Mexico,17.36,-93.228,Volcano
1991,8,8,5,Chile,Chile-S,-45.9,-72.97,Volcano
1902,10,24,6,Guatemala,Guatemala,14.756,-91.552,Volcano
1912,9,6,6,United States,Alaska Peninsula,58.27,-155.16,Volcano
1991,6,15,6,Philippines,Luzon-Philippines,15.13,120.35,Volcano
